GERMANY                  	1996	203677.9737
GERMANY                  	1997	76149.5831
GERMANY                  	1998	77981.1136
INDIA                    	1992	358802.5733
INDIA                    	1993	79275.5608
INDIA                    	1994	173175.6602
INDIA                    	1995	230641.0717
INDIA                    	1996	135218.3702
INDIA                    	1997	137884.8790
INDIA                    	1998	121856.0857
INDONESIA                	1992	185770.4258
INDONESIA                	1993	337103.9020
INDONESIA                	1994	266093.0161
INDONESIA                	1995	283653.7136
INDONESIA                	1996	384996.8430
INDONESIA                	1997	290005.6186
INDONESIA                	1998	167037.3881
IRAN                     	1992	213600.6767
IRAN                     	1993	331583.2354
IRAN                     	1994	225003.8700
IRAN                     	1995	146163.0137
IRAN                     	1996	181453.9651
IRAN                     	1997	149441.6925
IRAN                     	1998	124095.7660
IRAQ                     	1992	95964.6530
IRAQ                     	1993	219806.7599
IRAQ                     	1994	130718.9909
IRAQ                     	1995	314340.6390
IRAQ                     	1996	226746.9701
IRAQ                     	1997	102108.0366
IRAQ                     	1998	75415.2207
JAPAN                    	1992	174883.5634
JAPAN                    	1993	175590.0163
JAPAN                    	1994	115562.5287
JAPAN                    	1995	242935.8065
JAPAN                    	1996	127012.2204
JAPAN                    	1997	276436.5706
JAPAN                    	1998	154559.3248
JORDAN                   	1992	163616.8884
JORDAN                   	1993	139392.8228
JORDAN                   	1994	85023.6896
JORDAN                   	1995	63796.8432
JORDAN                   	1996	127376.9186
JORDAN                   	1997	131715.4168
JORDAN                   	1998	141342.6914
KENYA                    	1992	33627.1467
KENYA                    	1993	84884.1262
KENYA                    	1994	66349.2714
KENYA                    	1995	201933.2568
KENYA                    	1996	140132.8694
KENYA                    	1997	132046.1125
KENYA                    	1998	221125.9389
MOROCCO                  	1992	135734.9343
MOROCCO                  	1993	189903.0619
MOROCCO                  	1994	172267.0022
MOROCCO                  	1995	161009.2682
MOROCCO                  	1996	188960.8138
MOROCCO                  	1997	129228.5378
MOROCCO                  	1998	89167.5438
MOZAMBIQUE               	1992	160868.2850
MOZAMBIQUE               	1993	136269.5492
MOZAMBIQUE               	1994	32453.6295
MOZAMBIQUE               	1995	54554.2600
MOZAMBIQUE               	1996	113586.1067
MOZAMBIQUE               	1997	64184.9710
MOZAMBIQUE               	1998	24841.8086
PERU                     	1992	135819.2001
PERU                     	1993	83071.1344
PERU                     	1994	281500.9837
PERU                     	1995	242155.2455
PERU                     	1996	148043.1058
PERU                     	1997	166144.5744
PERU                     	1998	34961.4943
ROMANIA                  	1992	155964.8346
ROMANIA                  	1993	138670.2300
ROMANIA                  	1994	59663.4798
ROMANIA                  	1995	124783.5623
ROMANIA                  	1996	157063.8149
ROMANIA                  	1997	23811.2000
ROMANIA                  	1998	68625.6636
RUSSIA                   	1992	196494.7885
RUSSIA                   	1993	176008.4499
RUSSIA                   	1994	128827.1984
RUSSIA                   	1995	244655.0322
RUSSIA                   	1996	161212.4403
RUSSIA                   	1997	94903.0410
RUSSIA                   	1998	87960.7794
SAUDI ARABIA             	1992	258330.4867
SAUDI ARABIA             	1993	279167.5852
SAUDI ARABIA             	1994	352042.5276
SAUDI ARABIA             	1995	130838.8467
SAUDI ARABIA             	1996	113828.9247
SAUDI ARABIA             	1997	90384.2418
SAUDI ARABIA             	1998	140070.3919
UNITED KINGDOM           	1992	98260.8044
UNITED KINGDOM           	1993	125896.3554
UNITED KINGDOM           	1994	149805.9932
UNITED KINGDOM           	1995	105810.6610
UNITED KINGDOM           	1996	142701.7310
UNITED KINGDOM           	1997	167708.4261
UNITED KINGDOM           	1998	116634.5767
UNITED STATES            	1992	125148.7985
UNITED STATES            	1993	100195.4898
UNITED STATES            	1994	37465.4543
UNITED STATES            	1995	274119.3766
UNITED STATES            	1996	132978.3027
UNITED STATES            	1997	127754.4142
UNITED STATES            	1998	63512.4498
VIETNAM                  	1992	109595.9101
VIETNAM                  	1993	229195.8765
VIETNAM                  	1994	54293.4436
VIETNAM                  	1995	178503.9039
VIETNAM                  	1996	121136.4724
VIETNAM                  	1997	94588.4040
VIETNAM                  	1998	22679.2136
